Symbol,Name,sectorKey,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
SNEX,STONEX GROUP INC,Financials,Equity,"96,250,101.39",0.14,"96,250,101.39","1,118,277.00",86.07,United States,NASDAQ,USD,1,--
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,"95,901,759.38",0.14,"95,901,759.38","460,579.00",208.22,United States,NASDAQ,USD,1,--
CNO,CNO FINANCIAL GROUP INC,Financials,Equity,"95,899,957.65",0.14,"95,899,957.65","2,368,485.00",40.49,United States,New York Stock Exchange Inc.,USD,1,--
LAUR,LAUREATE EDUCATION INC,Consumer Discretionary,Equity,"95,455,086.30",0.14,"95,455,086.30","3,134,814.00",30.45,United States,NASDAQ,USD,1,--
ALE,ALLETE INC,Utilities,Equity,"95,338,651.32",0.14,"95,338,651.32","1,416,201.00",67.32,United States,New York Stock Exchange Inc.,USD,1,--
EBC,EASTERN BANKSHARES INC,Financials,Equity,"95,132,625.00",0.14,"95,132,625.00","5,436,150.00",17.5,United States,NASDAQ,USD,1,--
SKYW,SKYWEST INC,Industrials,Equity,"95,014,939.50",0.14,"95,014,939.50","980,850.00",96.87,United States,NASDAQ,USD,1,--
WAY,WAYSTAR HOLDING CORP,Health Care,Equity,"94,967,232.80",0.14,"94,967,232.80","2,652,716.00",35.8,United States,NASDAQ,USD,1,--
MRCY,MERCURY SYSTEMS INC,Industrials,Equity,"94,953,524.64",0.14,"94,953,524.64","1,259,999.00",75.36,United States,NASDAQ,USD,1,--
PJT,PJT PARTNERS INC CLASS A,Financials,Equity,"94,862,044.23",0.14,"94,862,044.23","563,749.00",168.27,United States,New York Stock Exchange Inc.,USD,1,--
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,Equity,"94,854,734.30",0.14,"94,854,734.30","2,181,070.00",43.49,United States,NASDAQ,USD,1,--
CWAN,CLEARWATER ANALYTICS HOLDINGS INC,Information Technology,Equity,"94,834,332.53",0.14,"94,834,332.53","5,968,177.00",15.89,United States,New York Stock Exchange Inc.,USD,1,--
GLNG,GOLAR LNG LTD,Energy,Equity,"94,445,862.12",0.14,"94,445,862.12","2,409,948.00",39.19,Norway,NASDAQ,USD,1,--
NWE,NORTHWESTERN ENERGY GROUP INC,Utilities,Equity,"94,284,790.72",0.14,"94,284,790.72","1,491,376.00",63.22,United States,NASDAQ,USD,1,--
MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,Equity,"94,257,648.61",0.14,"94,257,648.61","3,765,787.00",25.03,United States,New York Stock Exchange Inc.,USD,1,--
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,Equity,"94,066,954.52",0.14,"94,066,954.52","6,152,188.00",15.29,United States,NASDAQ,USD,1,--
SXT,SENSIENT TECHNOLOGIES CORP,Materials,Equity,"93,989,395.08",0.14,"93,989,395.08","1,021,846.00",91.98,United States,New York Stock Exchange Inc.,USD,1,--
VIAV,VIAVI SOLUTIONS INC,Information Technology,Equity,"93,830,808.82",0.14,"93,830,808.82","5,349,533.00",17.54,United States,NASDAQ,USD,1,--
ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,Equity,"93,754,392.90",0.14,"93,754,392.90","2,015,790.00",46.51,United States,New York Stock Exchange Inc.,USD,1,--
INDV,INDIVIOR PLC,Health Care,Equity,"93,603,751.63",0.14,"93,603,751.63","2,937,049.00",31.87,United States,NASDAQ,USD,1,--
TCBI,TEXAS CAPITAL BANCSHARES INC,Financials,Equity,"93,367,849.55",0.14,"93,367,849.55","1,102,987.00",84.65,United States,NASDAQ,USD,1,--
PLXS,PLEXUS CORP,Information Technology,Equity,"93,355,647.00",0.14,"93,355,647.00","650,562.00",143.5,United States,NASDAQ,USD,1,--
VSEC,VSE CORP,Industrials,Equity,"93,134,825.10",0.14,"93,134,825.10","533,235.00",174.66,United States,NASDAQ,USD,1,--
NOVT,NOVANTA INC,Information Technology,Equity,"93,023,380.20",0.14,"93,023,380.20","867,270.00",107.26,United States,NASDAQ,USD,1,--
TDS,TELEPHONE AND DATA SYSTEMS INC,Communication,Equity,"92,748,467.73",0.14,"92,748,467.73","2,409,677.00",38.49,United States,New York Stock Exchange Inc.,USD,1,--
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,"92,708,478.72",0.14,"92,708,478.72","1,482,624.00",62.53,United States,NASDAQ,USD,1,--
MC,MOELIS CLASS A,Financials,Equity,"92,567,324.01",0.14,"92,567,324.01","1,470,957.00",62.93,United States,New York Stock Exchange Inc.,USD,1,--
CALX,CALIX NETWORKS INC,Information Technology,Equity,"92,177,711.26",0.14,"92,177,711.26","1,431,998.00",64.37,United States,New York Stock Exchange Inc.,USD,1,--
MUR,MURPHY OIL CORP,Energy,Equity,"91,605,932.42",0.13,"91,605,932.42","3,273,979.00",27.98,United States,New York Stock Exchange Inc.,USD,1,--
SKT,TANGER INC,Real Estate,Equity,"91,582,477.38",0.13,"91,582,477.38","2,724,858.00",33.61,United States,New York Stock Exchange Inc.,USD,1,--
IRT,INDEPENDENCE REALTY INC TRUST,Real Estate,Equity,"91,373,936.03",0.13,"91,373,936.03","5,721,599.00",15.97,United States,New York Stock Exchange Inc.,USD,1,--
FELE,FRANKLIN ELECTRIC INC,Industrials,Equity,"91,132,100.95",0.13,"91,132,100.95","957,773.00",95.15,United States,NASDAQ,USD,1,--
AKRO,AKERO THERAPEUTICS INC,Health Care,Equity,"91,069,785.63",0.13,"91,069,785.63","1,689,293.00",53.91,United States,NASDAQ,USD,1,--
VRNS,VARONIS SYSTEMS INC,Information Technology,Equity,"91,015,337.79",0.13,"91,015,337.79","2,668,289.00",34.11,United States,NASDAQ,USD,1,--
IBOC,INTERNATIONAL BANCSHARES CORP,Financials,Equity,"89,963,651.67",0.13,"89,963,651.67","1,336,557.00",67.31,United States,NASDAQ,USD,1,--
AMBA,AMBARELLA INC,Information Technology,Equity,"89,255,444.04",0.13,"89,255,444.04","984,942.00",90.62,United States,NASDAQ,USD,1,--
VRRM,VERRA MOBILITY CORP CLASS A,Industrials,Equity,"88,943,126.44",0.13,"88,943,126.44","3,882,284.00",22.91,United States,NASDAQ,USD,1,--
FTDR,FRONTDOOR INC,Consumer Discretionary,Equity,"88,770,919.80",0.13,"88,770,919.80","1,797,710.00",49.38,United States,NASDAQ,USD,1,--
LNTH,LANTHEUS HOLDINGS INC,Health Care,Equity,"88,453,147.51",0.13,"88,453,147.51","1,647,479.00",53.69,United States,NASDAQ,USD,1,--
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology,Equity,"88,120,886.48",0.13,"88,120,886.48","4,500,556.00",19.58,United States,New York Stock Exchange Inc.,USD,1,--
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,"88,057,086.50",0.13,"88,057,086.50","707,570.00",124.45,United States,New York Stock Exchange Inc.,USD,1,--
SFBS,SERVISFIRST BANCSHARES INC,Financials,Equity,"88,048,790.00",0.13,"88,048,790.00","1,247,150.00",70.6,United States,New York Stock Exchange Inc.,USD,1,--
BTU,PEABODY ENERGY CORP,Energy,Equity,"87,991,498.76",0.13,"87,991,498.76","2,960,683.00",29.72,United States,New York Stock Exchange Inc.,USD,1,--
NE,NOBLE CORPORATION PLC,Energy,Equity,"87,814,153.14",0.13,"87,814,153.14","3,052,282.00",28.77,United States,New York Stock Exchange Inc.,USD,1,--
SLG,SL GREEN REALTY REIT CORP,Real Estate,Equity,"87,648,459.58",0.13,"87,648,459.58","1,743,554.00",50.27,United States,New York Stock Exchange Inc.,USD,1,--
MYRG,MYR GROUP INC,Industrials,Equity,"86,984,226.70",0.13,"86,984,226.70","372,715.00",233.38,United States,NASDAQ,USD,1,--
EXPO,EXPONENT INC,Industrials,Equity,"86,786,555.40",0.13,"86,786,555.40","1,218,570.00",71.22,United States,NASDAQ,USD,1,--
IESC,IES INC,Industrials,Equity,"86,744,330.05",0.13,"86,744,330.05","219,079.00",395.95,United States,NASDAQ,USD,1,--
POWL,POWELL INDUSTRIES INC,Industrials,Equity,"86,387,625.00",0.13,"86,387,625.00","230,367.00",375,United States,NASDAQ,USD,1,--
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,"86,382,348.78",0.13,"86,382,348.78","939,858.00",91.91,United States,New York Stock Exchange Inc.,USD,1,--
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,"86,208,144.75",0.13,"86,208,144.75","666,575.00",129.33,United States,NASDAQ,USD,1,--
PRAX,PRAXIS PRECISION MEDICINES INC,Health Care,Equity,"85,991,619.60",0.13,"85,991,619.60","498,936.00",172.35,United States,NASDAQ,USD,1,--
UCB,UNITED COMMUNITY BANKS INC,Financials,Equity,"85,810,739.25",0.13,"85,810,739.25","2,909,825.00",29.49,United States,New York Stock Exchange Inc.,USD,1,--
GNW,GENWORTH FINANCIAL INC,Financials,Equity,"85,543,308.84",0.13,"85,543,308.84","9,958,476.00",8.59,United States,New York Stock Exchange Inc.,USD,1,--
MATX,MATSON INC,Industrials,Equity,"85,176,152.10",0.13,"85,176,152.10","789,399.00",107.9,United States,New York Stock Exchange Inc.,USD,1,--
BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,Equity,"84,581,906.20",0.12,"84,581,906.20","2,594,537.00",32.6,United States,NASDAQ,USD,1,--
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate,Equity,"84,562,887.84",0.12,"84,562,887.84","1,122,864.00",75.31,United States,New York Stock Exchange Inc.,USD,1,--
COMM,COMMSCOPE HOLDING INC,Information Technology,Equity,"84,321,427.82",0.12,"84,321,427.82","5,169,922.00",16.31,United States,NASDAQ,USD,1,--
PII,POLARIS INC,Consumer Discretionary,Equity,"83,763,539.92",0.12,"83,763,539.92","1,286,888.00",65.09,United States,New York Stock Exchange Inc.,USD,1,--
MZTI,MARZETTI,Consumer Staples,Equity,"83,596,520.34",0.12,"83,596,520.34","485,631.00",172.14,United States,NASDAQ,USD,1,--
VAL,VALARIS LTD,Energy,Equity,"83,512,174.72",0.12,"83,512,174.72","1,544,234.00",54.08,United States,New York Stock Exchange Inc.,USD,1,--
HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,Equity,"82,890,756.70",0.12,"82,890,756.70","2,903,354.00",28.55,United States,New York Stock Exchange Inc.,USD,1,--
BNL,BROADSTONE NET LEASE INC,Real Estate,Equity,"82,490,612.26",0.12,"82,490,612.26","4,639,517.00",17.78,United States,New York Stock Exchange Inc.,USD,1,--
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,Equity,"82,435,349.49",0.12,"82,435,349.49","3,288,207.00",25.07,United States,New York Stock Exchange Inc.,USD,1,--
PRM,PERIMETER SOLUTIONS INC,Materials,Equity,"82,239,793.48",0.12,"82,239,793.48","3,364,967.00",24.44,United States,New York Stock Exchange Inc.,USD,1,--
INDB,INDEPENDENT BANK CORP,Financials,Equity,"82,186,646.06",0.12,"82,186,646.06","1,184,587.00",69.38,United States,NASDAQ,USD,1,--
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary,Equity,"82,096,716.78",0.12,"82,096,716.78","788,406.00",104.13,United States,NASDAQ,USD,1,--
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,"81,778,538.40",0.12,"81,778,538.40","859,560.00",95.14,United States,New York Stock Exchange Inc.,USD,1,--
KFY,KORN FERRY,Industrials,Equity,"81,502,204.68",0.12,"81,502,204.68","1,254,266.00",64.98,United States,New York Stock Exchange Inc.,USD,1,--
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary,Equity,"81,022,196.97",0.12,"81,022,196.97","78,111.00","1,037.27",United States,New York Stock Exchange Inc.,USD,1,--
CDP,COPT DEFENSE PROPERTIES,Real Estate,Equity,"80,519,347.89",0.12,"80,519,347.89","2,787,101.00",28.89,United States,New York Stock Exchange Inc.,USD,1,--
BGC,BGC GROUP INC CLASS A,Financials,Equity,"80,373,494.27",0.12,"80,373,494.27","8,822,557.00",9.11,United States,NASDAQ,USD,1,--
MHO,M I HOMES INC,Consumer Discretionary,Equity,"80,263,290.54",0.12,"80,263,290.54","632,642.00",126.87,United States,New York Stock Exchange Inc.,USD,1,--
TENB,TENABLE HOLDINGS INC,Information Technology,Equity,"80,115,878.74",0.12,"80,115,878.74","2,926,073.00",27.38,United States,NASDAQ,USD,1,--
RIG,TRANSOCEAN LTD,Energy,Equity,"80,031,104.40",0.12,"80,031,104.40","20,520,796.00",3.9,United States,New York Stock Exchange Inc.,USD,1,--
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,Financials,Equity,"80,011,166.60",0.12,"80,011,166.60","7,340,474.00",10.9,United States,New York Stock Exchange Inc.,USD,1,--
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,"80,000,768.25",0.12,"80,000,768.25","1,141,075.00",70.11,United States,New York Stock Exchange Inc.,USD,1,--
VCYT,VERACYTE INC,Health Care,Equity,"79,133,706.74",0.12,"79,133,706.74","1,898,146.00",41.69,United States,NASDAQ,USD,1,--
OTTR,OTTER TAIL CORP,Utilities,Equity,"78,951,046.14",0.12,"78,951,046.14","936,882.00",84.27,United States,NASDAQ,USD,1,--
AGYS,AGILYSYS INC,Information Technology,Equity,"78,838,716.78",0.12,"78,838,716.78","624,762.00",126.19,United States,NASDAQ,USD,1,--
ADMA,ADMA BIOLOGICS INC,Health Care,Equity,"78,598,880.03",0.12,"78,598,880.03","5,602,201.00",14.03,United States,NASDAQ,USD,1,--
AVA,AVISTA CORP,Utilities,Equity,"78,567,264.24",0.12,"78,567,264.24","1,943,772.00",40.42,United States,New York Stock Exchange Inc.,USD,1,--
HAE,HAEMONETICS CORP,Health Care,Equity,"78,460,515.63",0.12,"78,460,515.63","1,169,133.00",67.11,United States,New York Stock Exchange Inc.,USD,1,--
UUUU,ENERGY FUELS INC,Energy,Equity,"78,420,651.12",0.12,"78,420,651.12","5,186,551.00",15.12,Canada,Nyse Mkt Llc,USD,1,--
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,"77,981,099.24",0.11,"77,981,099.24","1,656,353.00",47.08,United States,New York Stock Exchange Inc.,USD,1,--
CBT,CABOT CORP,Materials,Equity,"77,921,292.82",0.11,"77,921,292.82","1,313,354.00",59.33,United States,New York Stock Exchange Inc.,USD,1,--
OSCR,OSCAR HEALTH INC CLASS A,Financials,Equity,"77,783,032.08",0.11,"77,783,032.08","4,697,043.00",16.56,United States,New York Stock Exchange Inc.,USD,1,--
RNST,RENASANT CORP,Financials,Equity,"77,689,786.93",0.11,"77,689,786.93","2,280,299.00",34.07,United States,New York Stock Exchange Inc.,USD,1,--
TGNA,TEGNA INC,Communication,Equity,"77,591,204.48",0.11,"77,591,204.48","3,910,847.00",19.84,United States,New York Stock Exchange Inc.,USD,1,--
FULT,FULTON FINANCIAL CORP,Financials,Equity,"77,401,571.13",0.11,"77,401,571.13","4,456,049.00",17.37,United States,NASDAQ,USD,1,--
PCH,POTLATCHDELTIC CORP,Real Estate,Equity,"77,088,224.28",0.11,"77,088,224.28","1,906,237.00",40.44,United States,NASDAQ,USD,1,--
FBP,FIRST BANCORP,Financials,Equity,"77,009,755.90",0.11,"77,009,755.90","3,911,110.00",19.69,United States,New York Stock Exchange Inc.,USD,1,--
UPST,UPSTART HOLDINGS INC,Financials,Equity,"76,825,491.23",0.11,"76,825,491.23","2,036,461.00",37.73,United States,NASDAQ,USD,1,--
KAI,KADANT INC,Industrials,Equity,"76,161,084.51",0.11,"76,161,084.51","284,003.00",268.17,United States,New York Stock Exchange Inc.,USD,1,--
ICUI,ICU MEDICAL INC,Health Care,Equity,"75,870,176.34",0.11,"75,870,176.34","585,102.00",129.67,United States,NASDAQ,USD,1,--
CRC,CALIFORNIA RESOURCES CORP,Energy,Equity,"75,835,967.06",0.11,"75,835,967.06","1,643,962.00",46.13,United States,New York Stock Exchange Inc.,USD,1,--
FUL,HB FULLER,Materials,Equity,"75,570,695.20",0.11,"75,570,695.20","1,321,166.00",57.2,United States,New York Stock Exchange Inc.,USD,1,--
GPOR,GULFPORT ENERGY CORP,Energy,Equity,"75,466,011.27",0.11,"75,466,011.27","384,501.00",196.27,United States,New York Stock Exchange Inc.,USD,1,--
CATY,CATHAY GENERAL BANCORP,Financials,Equity,"75,066,220.32",0.11,"75,066,220.32","1,612,247.00",46.56,United States,NASDAQ,USD,1,--
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,"74,828,806.67",0.11,"74,828,806.67","635,273.00",117.79,United States,NASDAQ,USD,1,--
PBF,PBF ENERGY INC CLASS A,Energy,Equity,"74,698,515.48",0.11,"74,698,515.48","2,027,647.00",36.84,United States,New York Stock Exchange Inc.,USD,1,--
WSFS,WSFS FINANCIAL CORP,Financials,Equity,"74,555,340.60",0.11,"74,555,340.60","1,385,787.00",53.8,United States,NASDAQ,USD,1,--
KYMR,KYMERA THERAPEUTICS INC,Health Care,Equity,"74,330,269.00",0.11,"74,330,269.00","1,218,529.00",61,United States,NASDAQ,USD,1,--
MGEE,MGE ENERGY INC,Utilities,Equity,"74,229,189.04",0.11,"74,229,189.04","888,334.00",83.56,United States,NASDAQ,USD,1,--
SPSC,SPS COMMERCE INC,Information Technology,Equity,"73,998,865.12",0.11,"73,998,865.12","919,469.00",80.48,United States,NASDAQ,USD,1,--
BKU,BANKUNITED INC,Financials,Equity,"74,002,952.48",0.11,"74,002,952.48","1,842,703.00",40.16,United States,New York Stock Exchange Inc.,USD,1,--
ASO,ACADEMY SPORTS AND OUTDOORS INC,Consumer Discretionary,Equity,"73,820,268.30",0.11,"73,820,268.30","1,603,046.00",46.05,United States,NASDAQ,USD,1,--
CNK,CINEMARK HOLDINGS INC,Communication,Equity,"73,136,609.78",0.11,"73,136,609.78","2,522,822.00",28.99,United States,New York Stock Exchange Inc.,USD,1,--
CPK,CHESAPEAKE UTILITIES CORP,Utilities,Equity,"73,078,415.76",0.11,"73,078,415.76","548,884.00",133.14,United States,New York Stock Exchange Inc.,USD,1,--
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,Equity,"73,049,325.44",0.11,"73,049,325.44","1,190,504.00",61.36,United States,New York Stock Exchange Inc.,USD,1,--
LRN,STRIDE INC,Consumer Discretionary,Equity,"72,983,015.82",0.11,"72,983,015.82","1,033,461.00",70.62,United States,New York Stock Exchange Inc.,USD,1,--
ACLX,ARCELLX INC,Health Care,Equity,"72,776,818.80",0.11,"72,776,818.80","825,134.00",88.2,United States,NASDAQ,USD,1,--
TPC,TUTOR PERINI CORP,Industrials,Equity,"72,780,407.20",0.11,"72,780,407.20","1,079,828.00",67.4,United States,New York Stock Exchange Inc.,USD,1,--
PSMT,PRICESMART INC,Consumer Staples,Equity,"72,662,845.92",0.11,"72,662,845.92","619,356.00",117.32,United States,NASDAQ,USD,1,--
TEX,TEREX CORP,Industrials,Equity,"72,363,149.28",0.11,"72,363,149.28","1,564,947.00",46.24,United States,New York Stock Exchange Inc.,USD,1,--
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Financials,Equity,"72,243,912.24",0.11,"72,243,912.24","3,978,189.00",18.16,United States,New York Stock Exchange Inc.,USD,1,--
ENVA,ENOVA INTERNATIONAL INC,Financials,Equity,"72,214,282.22",0.11,"72,214,282.22","587,777.00",122.86,United States,New York Stock Exchange Inc.,USD,1,--
CBU,COMMUNITY FINANCIAL SYSTEM INC,Financials,Equity,"71,920,043.16",0.11,"71,920,043.16","1,277,897.00",56.28,United States,New York Stock Exchange Inc.,USD,1,--
AZZ,AZZ INC,Industrials,Equity,"71,872,537.52",0.11,"71,872,537.52","718,438.00",100.04,United States,New York Stock Exchange Inc.,USD,1,--
BL,BLACKLINE INC,Information Technology,Equity,"71,472,741.60",0.11,"71,472,741.60","1,257,880.00",56.82,United States,NASDAQ,USD,1,--
AIR,AAR CORP,Industrials,Equity,"70,922,118.75",0.1,"70,922,118.75","862,275.00",82.25,United States,New York Stock Exchange Inc.,USD,1,--
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,"70,861,567.50",0.1,"70,861,567.50","2,127,975.00",33.3,United States,NASDAQ,USD,1,--
WHD,CACTUS INC CLASS A,Energy,Equity,"70,655,234.10",0.1,"70,655,234.10","1,651,595.00",42.78,United States,New York Stock Exchange Inc.,USD,1,--
PL,PLANET LABS CLASS A,Industrials,Equity,"70,417,602.78",0.1,"70,417,602.78","5,651,493.00",12.46,United States,New York Stock Exchange Inc.,USD,1,--
XENE,XENON PHARMACEUTICALS INC,Health Care,Equity,"69,984,670.80",0.1,"69,984,670.80","1,827,276.00",38.3,United States,NASDAQ,USD,1,--
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials,Equity,"69,540,976.88",0.1,"69,540,976.88","1,471,144.00",47.27,United States,NASDAQ,USD,1,--
AWR,AMERICAN STATES WATER,Utilities,Equity,"69,502,145.73",0.1,"69,502,145.73","927,561.00",74.93,United States,New York Stock Exchange Inc.,USD,1,--
VC,VISTEON CORP,Consumer Discretionary,Equity,"69,084,996.24",0.1,"69,084,996.24","663,832.00",104.07,United States,NASDAQ,USD,1,--
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,"68,894,635.10",0.1,"68,894,635.10","1,451,330.00",47.47,United States,New York Stock Exchange Inc.,USD,1,--
WSBC,WESBANCO INC,Financials,Equity,"68,894,655.66",0.1,"68,894,655.66","2,271,502.00",30.33,United States,NASDAQ,USD,1,--
HURN,HURON CONSULTING GROUP INC,Industrials,Equity,"68,738,219.22",0.1,"68,738,219.22","412,743.00",166.54,United States,NASDAQ,USD,1,--
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,Equity,"68,692,594.96",0.1,"68,692,594.96","2,160,824.00",31.79,United States,NASDAQ,USD,1,--
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,Equity,"68,677,047.16",0.1,"68,677,047.16","1,537,087.00",44.68,United States,New York Stock Exchange Inc.,USD,1,--
DAN,DANA INCORPORATED INC,Consumer Discretionary,Equity,"68,614,110.40",0.1,"68,614,110.40","3,200,285.00",21.44,United States,New York Stock Exchange Inc.,USD,1,--
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,"68,354,304.48",0.1,"68,354,304.48","290,104.00",235.62,United States,New York Stock Exchange Inc.,USD,1,--
NMIH,NMI HOLDINGS INC,Financials,Equity,"68,339,957.84",0.1,"68,339,957.84","1,894,123.00",36.08,United States,NASDAQ,USD,1,--
STNG,SCORPIO TANKERS INC,Energy,Equity,"68,133,834.40",0.1,"68,133,834.40","1,078,067.00",63.2,United States,New York Stock Exchange Inc.,USD,1,--
TBBK,BANCORP INC,Financials,Equity,"67,523,337.31",0.1,"67,523,337.31","1,098,119.00",61.49,United States,NASDAQ,USD,1,--
